,Pre-B,B,Pro-B,Early Lymphoid,HSC MPP,Early Erythroid,pDC,Cycling Progenitor,Megakaryocyte Precursor,CD4 Memory T,NK,CD8 Memory T,Plasma_Cell,EoBasoMast Precursor,Late GMP,Early GMP,cDC,LMPP,MEP,Pro-Monocyte,Naive T,Monocyte,Late Erythroid,Stromal
BA3317R,0,0,0.612004308622538,0,0,0,0,0,0.276990694762027,0,0,0,0,0,0,0,0,0,0,0,0,0.00143559286693545,0,0.1095694037485
BA3299R,0.0203769896336876,0,0,0,0,0,0,0,0.0652270145142771,0,0,0,0.00142273875906301,0,0,0,0.0032525326549344,0,0,0,0,0.830217086457852,0,0.0795036379801856
BA3221R,0,0,0,0,0,0,0,0,0.0296479507824247,0,0.120575660618777,0,0,0,0,0,0,0,0,0,0,0.739703234859539,0.00263133447308912,0.10744181926617
BA3347R,0.000391634104395706,0,0,0,0,0,0,0,0.0308949932713317,0,0,0,0,0,0,0,0,0,0,0,0,0.876040553305049,0,0.0926728193192236
BA3235R,0,0,0,0,0,0,0,0,0.00827579264718767,0,2.49907425804538e-05,0,0,0,0,0,0.00241445573807617,0,0,0,0,0.921040777966656,0,0.0682439829055
BA3126R,0,0,0,0,0,0,0,0,0.0178503131125964,0,0,0,0,0,0,0,0.00373191146494154,0,0,0,0,0.904823475380262,0,0.0735943000422003
BA3380R,0,0,0.160879808867856,0,0,0,0,0,0.329333995967618,0,0.0656224841101622,0,0,0,0,0,0.243982609399676,0,0,0,0,0.104962553044678,0,0.0952185486100101
BA3089R,0,0,0.273079506085707,0.003383220689834,0,0,0,0,0.420766589187769,0,0.067540468209589,0,0,0,0,0,0,0,0,0,0,0.066366458708787,0,0.168863757118314
BA3109R,0,0,0.00175606334131765,0,0,0,0,0,0.0121833929709759,0,0.00912085379784742,0,0,0,0,0,0,0,0,0,0,0.823128991515437,0.008407729233486,0.145402969140936
BA3114R,0,0,0.0328983044705908,0,0,0,0,0,0.136944127419963,0,0,0,0,0,0,0,0,0,0,0,0,0.586325786084386,0,0.24383178202506
BA3418R,0.00165423076599638,0,0.268862451916299,0,0,0,0,0.0015222450525759,0.193041586138026,0,0.177586814530201,0,0,0.0002534080819035,0,0,0.00156594276908996,0,0,0,0,0.22085434545743,0,0.134658975288477
BA3245R,0,0,0.173483546689289,0,0,0,0,0,0.157410943944272,0,0,0,0,0,0,0,0,0,0,0,0,0.330592234422274,0,0.338513274944165
BA3085R,0.00303119853341099,0,0.107282858703483,0,0,0,0,0,0.241066968030516,0,0.00886916097968328,0,0,0,0,0,0.0488822207183796,0,0,0,0,0.349539581869637,0,0.241328011164891
BA3128R,0,0,0.376910971868472,0.0799693074661012,0,0,0.0167559120075936,0,0.207504006761288,0,0.0148825351464755,0,0,0,0,0,0.118331631877068,0,0,0,0,0.105754752334388,0,0.079890882538614
BA3423R,0.00249223610301422,0,0.657179952656221,0,0,0,0,0.00202831330394955,0.298277882738028,0,0.00978139746152529,0,0,0,0,0,0,0,0,0,0,0.00756137459737382,0,0.0226788431398888
BA3173R,0.0378556205781631,0,0.170994514045916,0,0,0,0,0,0.227324109540561,0,0,0,0,0,0,0,0.199458058216134,0,0,0,0,0.000816318652593014,0,0.363551378966632
BA3171R,0.00167604987570391,0,0.0700526051436128,0,0,0,0,0,0.249783627421878,0,0.0247680614166861,0,0,0,0,0,0.000515587611494852,0,0,0.00221813652838695,0,0.538525647846735,0,0.112460284155503
BA3277R,0.0277395356440099,0,0.187110329305931,0,0,0,0,0,0.156160265351754,0,0.0115497323036018,0,0,0,0,0,0.0397688931032759,0,0,0.000805998387082816,0,0.40496525869119,0,0.171899987213155
BA3210R,0.00571271073199011,0,0.0391391169772761,0,0,0,0,0,0.053496410813261,0,0,0,0,0,0,0,0,0,0,0,0,0.746978060411466,0,0.154673701066007
BA3157R,0.0756740850531044,0,0.482870724001717,0.00403546454165125,0,0,0,0.0462616457870302,0.244980572300347,0,0,0,0,0,0,0,0,0,0,0,0,0.0256583729458465,0,0.120519135370303
BA3433R,0.00211954978894936,0,0.474180773653629,0,0,0,0,0,0.198256834680915,0,0,0,0,0,0,0,0,0,0,0,0,0.0929910169950716,0,0.232451824881434
BA3322R,0,0,0,0,0,0.000463356405769021,0,0,0.0995430072210811,0,0.457530115430697,0,0.000387933215454104,0,0,0,0,0,0,0.00359959402352484,0,0.384861471737593,0.00698807373595202,0.0466264482299282
BA3374R,0.0467375176807004,0,0,0,0,0,0,0,0.304809865667326,0,0,0,0,0,0,0,0.451135194895112,0,0,0,0,0.173482978864383,0,0.0238344428924788
BA3450R,0.0255804218262803,0,0.254469327281693,0,0,0,0,0,0.217533940254275,0,0,0,0,0,0,0,0.0002558936083435,0,0,0.00178573281530569,0,0.38518970619955,0,0.115184978014552
BA3167R,0.00118655262258423,0,0.271809952665347,0,0,0,0,0.000939099043132542,0.147327619988142,0,0.00406417146382128,0,0,0,0,0,0.150783975924329,0,0,0,0,0.372948183330549,0,0.0509404449620955
BA3269R,0.00296540829244415,0,0.18705608653992,0,0,0,0,0,0.111557447994744,0,0,0,0,0,0,0,0.0948096911610342,0,0,0,0,0.237439433179214,0,0.366171932832644
BA3110R,0,0,0.561904548878739,0,0,0,0,0,0.0528305986762046,0,0,0,0,0,0,0,0.127066805360071,0,0,0,0,0.203062092621424,0,0.0551359544635619
BA3156R,0.00566321607998275,0,0.139362617338125,0,0,0,0,0,0.485026019312282,0,0.00819863008835058,0,0,0,0,0,0,0,0,0,0,0.133776834722407,0,0.227972682458853
BA3226R,0.00130211581762421,0,0.355560192895927,0,0,0,0,0.001658202970014,0.300002407603591,0,0,0,0,0,0,0,0.00148731837749765,0,0,0,0,0.132698847163479,0,0.207290915171867
BA3421R,0,0,0,0,0,0,0,0,0.0346993032907306,0,0.0345491166539234,0,0,0,0,0,0.0021138563855949,0,0,0,0,0.881765721278941,0,0.0468720023908098
BA3232R,0.0460679795273499,0,0.00119166792062535,0,0,0,0,0,0.315912448088267,0,0,0,0,0,0,0,0,0,0,0.121966538028167,0,0.36771548983079,0,0.147145876604801
BA3289R,0,0,0,0,0,0,0,0,0.00377049771170137,0,0,0,0,0,0,0,0.000499942172316189,0,0,0,0,0.960000308889013,0,0.0357292512269691
BA3430R,0,0,0,0,0,0,0,0,0.00912237496859032,0,0.00107621442824878,0,0,0,0,0,0,0,0,0,0,0.961575989839419,0,0.0282254207637422
BA3145R,0,0,0.472309292555244,0,0,0,0.000219427238089137,0,0.289396070653323,0,0.00330950406670709,0,0,0,0,0,0.0525346805819614,0,0,0,0,0.104300577475891,0,0.0779304474287843
BA3399R,0,0,0,0,0,0,0,0,0.00565858606449906,0,8.06217643513917e-05,0,0,0,0,0,0,0,0,0,0,0.916394255193716,0,0.0778665369774337
BA3449R,0.0664269143806664,0,0.295643838632542,0,0,0,0,0,0.348705559679853,0,0,0,0,0,0,0,0,0,0,0,0,0.140173079755473,0,0.149050607551466
BA3384R,0.0169051751158514,0,0.00280184499431696,0,0,0,0,0,0.288962042278675,0,0,0,0,0,0,0,0.000139733852761698,0,0,0,0,0.530357560984899,0,0.160833642773496
BA3427R,0,0,0,0,0,0,0,0,0.0162525077344071,0,0.284434069005953,0,0,0,0,0,0,0,0,0,0,0.466255163271172,0,0.233058259988468
BA3163R,0,0,0,0,0,0,0,0,0.034666825976739,0,0,0,0,0,0,0,0.00213662394024917,0,0,0.00179318476415929,0,0.870926135872722,0,0.0904772294461306
BA3158R,0.0467767635580451,0,0.158566792931966,0,0,0,0,0,0.335654889177127,0,0,0,0,0,0,0,0.116952707957189,0,0,0,0,0,0,0.342048846375672
BA3436R,0.00372197149863923,0,0.508485693179721,0,0,0,0,0.000876724350660663,0.401554290560529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853613204104502
BA3154R,0,0,0.841450201720858,0,0,0,0,0.00294150677665839,0.0709417422138121,0,0,0,0,0,0,0,0,0,0,0,0,0.0591369377406423,0,0.0255296115480289
BA3162R,0.00234973520273522,0,0.0652268488482694,0,0,0,0,0,0.0993543410843633,0,0,0,0,0,0,0,0.0868151713708857,0,0,0,0,0.637423069884969,0,0.108830833608778
BA3352R,0.00230381859317632,0,0.397796546351817,0,0,0,0,0.0152119583725512,0.338973257074478,0,0,0,0,0.00105235094146686,0,0,0,0,0.0363301866909951,0,0,0.0441351216754591,0,0.164196760300056
BA3084R,0.118042626241955,0,0.00144634679472132,0,0,0,0,0,0.653122895146282,0,0.000471731223824651,0,0.00112456541192215,0,0,0,0.00788167770958139,0,0,0,0,0.151413295787226,0,0.0664968616844873
BA3149R,0,0,0.0225550275456006,0,0,0,0,0,0.0300971771665601,0,0,0,0,0,0,0,0,0,0,0,0,0.765357401714581,0,0.181990393573258
BA3169R,0.0805360055251845,0,0,0,0,0,0,0,0.0972548811086637,0,0.00632549154358785,0,0,0,0,0,0.00332116267786222,0,0,0,0,0.68448637261549,0,0.128076086529212
BA3180R,0.046035309498045,0,0.436704314590451,0,0,0,0,0,0.331085749017946,0,0,0,0,0,0,0,0,0,0,0,0,0.0113465396963824,0,0.174828087197176
BA3255R,0.00264666755586796,0,0,0,0,0,0,0,0.25807616828114,0,0,0,0,0,0,0,0.0788811388630303,0,0,0,0,0.357037360785878,0,0.303358664514084
BA3438R,0.06753454271227,0,0.159004379933103,0,0,0,0,0,0.334095930600988,0,0,0,0,0,0,0,0,0,0,0.176912001468982,0,0.132831546935755,0,0.129621598348903
BA3345R,0,0,0,0,0,0,0,0,0.000795843891218767,0,0.0680091409138862,0,0.00021265102704937,0,0,0,0,0,0,0.00299973616270581,0,0.78729279553567,0,0.140689832469469
BA3403R,0.000252162117421316,0,0,0,0,0,0,0,0.208256303988592,0,0,0,0,0,0,0,0.353708113848403,0,0,0,0,0.197859489489727,0,0.239923930555857
BA3431R,0,0,0.00590618782274639,0,0,0,0,0,0.031135518651123,0,0.013278132813573,0,0,0,0,0,0.00331774436586876,0,0,0,0,0.867757065815076,0,0.0786053505316127
BA3181R,0,0,0,0,0,0,0,0,0.0627426806778795,0,0.0223225998094528,0,0.000229736625728134,0,0,0,0,0,0,0.000825056341713662,0,0.789182505775814,0.0857857283984745,0.0389116923709375
BA3341R,0.000881152528504551,0,0.312284619562786,0,0,0,0,0.000477563075694861,0.0975260528724172,0,0.0152540799397953,0,0,5.09251401812854e-05,0,0,0.00290735696854525,0,0,0,0,0.385637208117651,0,0.184981041794424
BA3191R,0,0,0,0,0,0,0,0,0.0757118151525572,0,0,0,0,0,0,0,0,0,0,0,0,0.750969613397354,0,0.173318571450089
BA3197R,0.00987799077183388,0,0.223218197579442,0,0,0,0,0,0.437285050830995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329618760817729
BA3448R,0.00366002483598092,0,0.417108999247423,0,0,0,0,0,0.441282895088766,0,0,0,0,0,0,0,0.0402726935116739,0,0,0,0,0,0,0.0976753873161562
BA3453R,0.00314209976579712,0,0.155004464202908,0,0,0,0,0,0.208047775471834,0,0,0,0,0,0,0,0.0012177519609964,0,0,0,0,0.351291889698166,0,0.281296018900298
BA3406R,0.0013996264985432,0,0.0896346102344594,0,0,0,0,0,0.225520534682339,0,0.179182459665489,0,0,0,0,0,0.161348681721961,0,0,0,0,0.0730702746399627,0,0.269843812557246
BA3308R,0,0,0.662182811506456,0,0,0,0,0,0.13398917536218,0,0.0351564791912234,0,0,0,0,0,0,0,0,0,0,0.0731512140167201,0,0.0955203199234207
BA3186R,0.00293402445679159,0,0,0,0,0,0,0,0.674931031643011,0,0,0,0,0,0,0,0,0,0,0.00161524482558047,0,0,0,0.320519699074617
BA3334R,0.000382906954439045,0,0.134130134816426,0,0,0,0,0,0.0584320753372931,0,0.00758811125428093,0,0,0,0,0,0.0531172356020989,0,0,0.00129825998029081,0,0.671083382772952,0,0.0739678932822184
BA3447R,0,0,0.247881885690205,0,0,0,0,0.000750626508614149,0.160594661348114,0,0,0,0,0,0,0,0.110091136698495,0,0,0.0752332124050682,0,0.344295039114355,0,0.0611534382351481
BA3116R,0.0141346427800932,0,0.000235906786286574,0,0,0,0,0,0.0420454705141698,0,0,0,0,0,0,0,0,0,0,0,0,0.82263165711273,0,0.12095232280672
BA3280R,0.00137005612847864,0,0.457054245662012,0,0,0,0,0.00275110087019998,0.263852025387737,0,0.00844208741970911,0,0.00021128059236656,0,0,0,5.10197108082733e-05,0,0,0,0,0.0904520545487599,0,0.175816129679929
BA3185R,0.0010815672452832,0,0.598743787035271,0,0,0,0,0,0.0501113438967175,0,0.0272515562951951,0,0,0,0,0,0.14221127423559,0,0,0,0,0.118999701148701,0,0.0616007701432418
BA3094R,0,0,0,0,0,0,0,0,0.189715803336687,0,0.05277905642304,0,0,0,0,0,0.492049298861077,0,0,0,0,0.131857828269882,0,0.133598013109314
BA3318R,0.00369398085656197,0,0.314268499649574,0,0,0,0,0,0.177895215181521,0,0.000590655680146084,0,0,0,0,0,0,0,0,0,0,0.254743150940178,0,0.248808497692019
BA3216R,0.0553006665500579,0,0.00577682342101879,0,0,0,0,0,0.198200001049656,0,0.000559309929217839,0,0,0,0,0,0,0,0,0,0,0.324528481889104,0,0.415634717160946
BA3332R,0.237335253254378,0,0.129552154484478,0,0,0,0,0,0.33897116194254,0,0,0,0,0,0,0,0,0,0,0.0845523140263123,0,0.0562380984362156,0,0.153351017856076
BA3214R,0,0,0.31253000345157,0.282381240957833,0,0,0,0,0.183894222648431,0,0.00249556600346992,0,0,0,0,0,0,0,0,0,0,0.124174460648932,0,0.0945245062897639
BA3099R,0,0,0.140499736841086,0,0,0,0,0,0.461116230644187,0,0,0,0,0,0,0,0.0282029867983883,0,0,0,0,0.248108901249556,0,0.122072144466782
BA3141R,0.0025439718822278,0,0.417729907728281,0,0,0,0,0.0376369219081911,0.444820122046368,0,0,0,0,0,0,0,0.00032044729310267,0,0,0,0,0.0407596174592047,0,0.0561890116826247
BA3373R,0,0,0.334612811214402,0,0,0,0,0,0.481788531366891,0,0,0,0,0,0,0,0,0,0,0,0,0.0376422520298082,0,0.145956405388899
BA3319R,0,0,0,0,0,0,0,0,0.0235516511057279,0,0,0,0,0,0,0,0,0,0,0,0,0.839740721133142,0,0.136707627761131
BA3328R,0.00103915225463548,0,0,0,0,0,0,0,0.186393778424551,0,0,0,0,0,0,0,0.000775117765313089,0,0,0,0,0.393246613539796,0,0.418545338015705
BA3339R,0.00153648865640193,0,0.121761077892289,0,0,0,0,0,0.0304218555688769,0,0.370679326911993,0,0,0,0,0,0,0,0,0,0,0.348673028450197,0,0.126928222520242
BA3240R,0.00270369905111123,0,0.503409453663533,0,0,0,0,0.00196179295246052,0.308353686393752,0,0,0,0,5.76040346995117e-05,0,0,0,0,0,0,0,0,0,0.183513763904443
BA3142R,0,0,0.428069001941146,0,0,0,0,0,0.314695255133879,0,0.00620518282759188,0,0,0,0,0,0,0,0,0,0,0.15124076912831,0,0.0997897909690732
BA3333R,0.00314169344394662,0,0.402478057408593,0,0,0,0,0.00165385885947674,0.27926653425647,0,0,0,0,0,0,0,0,0,0,0,0,0.0854734631863416,0,0.227986392845172
BA3381R,0.0223707997579752,0,0.0146759428407115,0,0,0,0,0,0.0902257929957978,0,0.00202416550184312,0,0,0,0,0,0,0,0,0,0,0.758908345886167,0,0.111794953017506
BA3290R,0.00629616783945373,0,0.0138759428405569,0,0,0,0,0,0.126030516028622,0,0,0,0,0,0,0,0,0,0,0.147420668981093,0,0.632920990504734,0,0.07345571380554
BA3207R,0,0,0,0,0,0,0,0,0.0405549931363742,0,0,0,0,0,0,0,0,0,0,0.00228022915229216,0,0.838899404907484,0,0.11826537280385
BA3296R,0,0,0,0,0,0,0,0,0.0499649063978008,0,0.0454163254580327,0,0,0,0,0,0,0,0,0,0,0.821307797994736,0,0.0833109701494305
BA3305R,0.0194896675304461,0,0.0424829585338566,0,0,0,0,0,0.191859467204724,0,0.0148906081155605,0,0,0,0,0,0,0,0,0,0,0.653546683971651,0,0.0777306146437609
BA3434R,0.0256765382321138,0,0.0516532810503546,0,0,0,0,0,0.142883665851282,0,0.0409249196203824,0,0,0,0,0,0,0,0,0,0,0.648461559113777,0,0.0904000361320896
BA3189R,0,0,0.243201394277005,0,0,0,0,0,0.321201254197048,0,0,0,0,0,0,0,0,0,0,0,0,0.246316261135351,0,0.189281090390595
BA3264R,0.0978659280288282,0,0.00270009139795083,0,0,0,0,0,0.340047092228725,0,0,0,0,0,0,0,0.17458524084879,0,0,0,0,0.0354029982160251,0,0.349398649279681
BA3329R,0.0046908983286556,0,0.12946409496302,0,0,0,0,0,0.405588164513888,0,0.0559599468167705,0,0,7.04836908007583e-05,0,0,0,0,0,0.000149394976727846,0,0.156814750632334,0,0.247262266077803
BA3417R,0.00105171353131549,0,0.0386691801182908,0,0,0,0,0,0.0410337557692859,0,0.104231468104115,0,0,0,0,0,0.00751251217447773,0,0,0,0,0.505653123320381,0.112738261350666,0.189109985631467
BA3367R,0,0,0,0,0,0,0,0,0.0284125891369821,0,0.00222012074340273,0,0,0,0,0,0,0,0,0.00384567100689373,0,0.918791453855676,0,0.0467301652570455
BA3225R,0,0,0,0,0,0,0,0,8.80534357514879e-05,0,0,0,0,0,0,0,0,0,0,0.00343042955143786,0,0.823822702661148,0,0.172658814351662
BA3183R,0.003252558813897,0,0.162643117823779,0,0,0,0,0,0.318026239202756,0,0,0,0,0,0,0,0.000511521051630491,0,0,0.000765834275255211,0,0.318000739165604,0,0.196799989667079
BA3222R,0.153041235840813,0,0,0,0,0,0,0,0.325791561546846,0,0,0,0,0,0,0,0.320013375072005,0,0,0,0,0.133334515044146,0,0.0678193124961897
BA3139R,0,0,0,0,0,0,0,0,0.709348111551083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290651888448917
BA3397R,0.0891158897217658,0,0,0,0,0,0,0,0.269588961672651,0,0,0,0,0,0,0,8.18304929301809e-05,0,0,0,0,0.410096503488632,0,0.231116814624021
BA3311R,0,0,0,0,0,0,0,0,0.0168953783284197,0,0,0,0.000912636200008736,0,0,0,0,0,0,0.00440013750138566,0,0.830358891716796,0,0.14743295625339
BA3422R,0.157024361723714,0,0.24504046536505,0,0,0,0,0,0.232618590766196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36531658214504
BA3228R,0.00175865783383536,0,0.0738237583420856,0,0,0,0,0,0.255103632440765,0,0,0,0,0,0,0,0.128192437083577,0,0,0,0,0.421472972195338,0,0.119648542104399
BA3213R,0.0390619549453682,0,0,0,0,0,0,0,0.117744077608706,0,0,0,0,0,0,0,0.0012438542548445,0,0,0,0,0.644665361887661,0,0.19728475130342
BA3270R,0.000324998320770326,0,0,0,0,0,0,0,0.0897479160715982,0,0,0,0,0,0,0,0,0,0,0.00364875458741145,0,0.776412877938919,0,0.129865453081301
BA3415R,0.175586001498056,0,0.0579982552008392,0,0,0,0,0,0.354728840603065,0,0,0,0.000300450121502778,0,0,0,0,0,0,0.0146319143757562,0,0.209699412460212,0,0.18705512574057
BA3324R,0.0802934391655533,0,0.00357265502372572,0,0,0,0,0,0.183050770310282,0,0,0,0,0,0,0,0,0,0,0,0,0.614457374027079,0,0.11862576147336
BA3194R,0.00238575684962977,0,0.170979431254874,0,0,0,0,0,0.372101324693403,0,0,0,0,0,0,0,0.173740493021895,0,0,0,0,0,0,0.280792994180199
BA3335R,0.00310609793788903,0,0.24690833979314,0,0,0.000696250941059081,0,0,0.342219118814874,0,0,0,0.00014184428661822,0,0,0,0,0,0,0,0,0.0778215076856404,0,0.32910684054078
BA3199R,0.300403359276686,0,0.0592588529300682,0,0,0,0,0,0.323715345564968,0,0,0,0,0,0,0,0.100369923284678,0,0,0,0,0.16439435733713,0,0.0518581616064689
BA3326R,0.00544595600839789,0,0,0,0,0,0,0,0.141884244251319,0,0,0,0,0,0,0,0.0247302455125787,0,0,0,0,0.801247483658606,0,0.0266920705690981
BA3285R,0.00374893170110228,0,0.134985921284389,0,0,0,0,0,0.773668028181295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087597118833214
BA3297R,0.00795890997684956,0,0.0425492011827331,0,0,0,0,0,0.289883459537401,0,0.0176682754927748,0,0,0,0,0,0.106520555838018,0,0,0,0,0.2599427717977,0,0.275476826174524
BA3227R,0.00170211177233731,0,0.360664972803372,0,0,0,0,0,0.516428164673119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121204750751172
BA3394R,0.00148514776762898,0,0.143748139456811,0,0,0,0,0,0.224276537140246,0,0,0,0,0,0,0,0,0,0,0.00162479196777035,0,0.572387243108476,0,0.0564781405590676
BA3412R,0.0933104129133372,0,0,0,0,0,0,0,0.295270593082,0,0,0,0,0,0,0,0.28727495689516,0,0,0,0,0.165710903181814,0,0.158433133927688
BA3293R,0.0414979637212356,0,0.157697482078004,0,0,0,0,0,0.493436233391055,0,0,0,0,0,0,0,0,0,0,0,0,0.0110569950714949,0,0.296311325738211
BA3250R,0.0101200584222984,0,0.0216457507768914,0,0,0,0,0,0.108236122473266,0,0,0,0,0,0,0,0.141933547081395,0,0,0,0,0.591834014899404,0,0.126230506346745
BA3177R,0.0694382036624087,0,0,0,0,0,0,0,0.340906441419957,0,0,0,0,0,0,0,0.190146324205128,0,0,0.00110722646232717,0,0.331319425074328,0,0.0670823791758511
BA3315R,0.0785107034007599,0,0,0,0,0,0,0,0.225823533807988,0,0.0495750148768747,0,0.000139620010249058,0,0,0,0,0,0,0.00303839416228638,0,0.352463836891908,0.000221233031539679,0.290227663818394
BA3182R,0.0167683539469088,0,0,0,0,0,0,0,0.0871122571893757,0,0,0,0,0,0,0,0.0550374680963866,0,0,0,0,0.732212253710769,0,0.10886966705656
BA3260R,0,0,0,0,0,0,0,0,0.0161805351683051,0,0,0,0,0,0,0,0,0,0,0.00296715677354994,0,0.935419626425681,0,0.0454326816324643
BA3369R,0.0129338473153373,0,0.0335172291219357,0,0,0,0,0,0.154877270797028,0,0,0,0,0,0,0,0.162065658155596,0,0,0,0,0.44473721370391,0,0.191868780906193
BA3078R,0,0,0.268074607296388,0,0,0,0,0,0.262315941704499,0,0,0,0,0,0,0,0.297192192401037,0,0,0,0,0.120455057063462,0,0.0519622015346142
BA3386R,0.00251874268788444,0,0.152580624044043,0,0,0,0,0,0.529540746539727,0,0,0,0,0,0,0,0.0872358751849606,0,0,0,0,0.0159890518887428,0,0.212134959654642
BA3445R,0,0,0.228649851773628,0,0,0,0,0,0.1889207761724,0,0.030673628703588,0,0,0,0,0,0,0,0,0,0,0.366939530775792,0,0.184816212574593
BA3452R,0,0,0.325194065484277,0,0,0,0.128163342752835,0,0.0690704826810686,0,0.047375722549405,0,0,0,0,0,0,0.000444376109152458,0,0,0,0.311149249514819,0,0.118602760908443
BA3176R,0.00217816126224299,0,0.366163990002186,0,0,0,0,0,0.224860681504929,0,0.00327188010553478,0,0.00174042157495208,0,0,0,0,0,0,0,0,0.339469327325594,0,0.0623155382245611
BA3258R,0,0,0,0,0,0,0,0,0.040550037129748,0,0,0,0,0,0,0,0,0,0,0,0,0.847279752583264,0,0.112170210286987
BA3295R,0.0154648875474893,0,0,0,0,0,0,0,0.112074026878441,0,0,0,0,0,0,0,0.00115360602655699,0,0,0.00284455675469538,0,0.754813042303882,0,0.113649880488936
BA3283R,0,0,0.1198686851661,0,0,0,0,0,0.0669044203835704,0,0.0791629364008104,0,0,0,0,0,0.120375567129641,0,0,0,0,0.48396926751308,0,0.129719123406798
BA3390R,0,0,0,0,0,0,0,0,0.0236142228205564,0,0,0,0,0,0,0,0.00267413851586785,0,0,0,0,0.866377796234524,0,0.107333842429052
BA3275R,0.0287168272556957,0,0.0148449931440462,0,0,0,0,0,0.419662121191734,0,0.00506534771195012,0,0,0,0,0,0.000512132334817741,0,0,0,0,0.213157438325429,0,0.318041140036327
BA3136R,0.00345521969196996,0,0.00422267021786855,0,0,0,0,0,0.255650110908369,0,0.0520769900596158,0,0.00219601586043664,0,0,0,0.100014952632392,0,0,0,0,0.275775567887984,0,0.306608472741364
BA3190R,0,0,0.209829341254891,0,0,0,0,0,0.0950194336104305,0,0.0140593938966888,0,0,0,0,0,0,0,0,0,0,0.609812683685243,0,0.0712791475527466
BA3234R,0,0,0,0,0,0,0,0,0.0150111563478442,0,0,0,0,0,0,0,0.00431990682435568,0,0,0,0,0.922644775357236,0,0.0580241614705636
BA3087R,0.00273773567021508,0,0.428213045595651,0,0,0,0,0,0.435127403501437,0,0,0,0,0,0,0,0.0579379769740221,0,0,0,0,0,0,0.0759838382586746
BA3454R,0,0,0.186322760995172,0,0,0,0,0,0.420051021506639,0,0,0,0,0,0,0,0.0229285074083232,0,0,0,0,0.180633087073914,0,0.190064623015952
BA3302R,0,0,0.675799297881301,0,0,0,0,0,0.168401837709907,0,0,0,0,0,0,0,0,0,0,0,0,0.126349832360766,0,0.0294490320480263
BA3117R,0.00344034671238212,0,0.378598073020612,0,0,0,0,0,0.302949852466657,0,0.0696786727549406,0,0,0,0,0,0.0167265284576954,0,0,0,0,0.152677742073819,0,0.0759287845138937
BA3083R,0.00910861179540668,0,0.00381565828379391,0,0,0,0,0,0.202392587177303,0,0,0,0,0,0,0,0,0,0,0,0,0.690176584181506,0,0.09450655856199
BA3266R,0.00279352538978701,0,0.104373668014317,0,0,0,0,0,0.245995161523866,0,0,0,0,0,0,0,0.0469101211095765,0,0,0,0,0.365809028032993,0,0.23411849592946
BA3175R,0,0,0,0,0,0,0,0,0.0564999337617527,0,0.000149122940343623,0,0,0,0,0,0.0029742578941558,0,0,0,0,0.808341113529618,0,0.13203557187413
BA3268R,0.00346086845300691,0,0.396415227922232,0,0,0.0254836291747393,0,0,0.347839251446383,0,0,0,0.00176659446776642,0,0,0,0,0,0,0,0,0,0.0212709714148313,0.203763457121042
BA3229R,0.000914643558491988,0,0.0230042259056499,0,0,0,0,0,0.119585695205946,0,0,0,0,0,0,0,0,0,0,0.00395633699042864,0,0.707639599035561,0,0.144899499303922
BA3353R,0,0,0.443949018927745,0,0,0,0,0,0.275941021715289,0,0.00896191787047584,0,0,0,0,0,0,0,0,0,0,0.0648977335904046,0,0.206250307896085
BA3312R,0.197893291985774,0,0.0101389007885701,0,0,0,0,0,0.264742317047213,0,0,0,0,0,0,0,0.0375498296642187,0,0,0,0,0.434836330640672,0,0.0548393298735527
BA3119R,0.0296557634147258,0,0.415242412070707,0,0,0,0,0.00193285870439524,0.319511636705577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233657329104595
BA3138R,0,0,0,0,0,0,0,0,0.0346152971129989,0,0,0,0,0,0,0,0,0,0,0.0039136776830526,0,0.881292317104799,0,0.0801787080991499
BA3219R,0,0,0,0,0,0,0,0,0.0091037719068975,0,0.00287141474184813,0,0,0,0,0,0.00143795473580217,0,0,0,0,0.869095355540414,0,0.117491503075038
BA3388R,0,0,0.00506008258833519,0,0,0,0,0,0.058586280285697,0,0,0,0,0,0,0,0.000919967924424029,0,0,0.00337298033372223,0,0.871894972964012,0,0.0601657159038099
BA3357R,0,0,0.437552892717693,0,0,0,0,0,0.217176351749427,0,0.0340566230252814,0,0,0,0,0,0,0,0,0,0,0.268693321694945,0,0.0425208108126536
BA3351R,0,0,0,0,0,0,0,0,0.33552890616337,0,0.136158809858501,0,0,0,0,0,0.00168471582813941,0,0,0,0,0.246720837362896,0,0.279906730787093
BA3208R,0.00128941647537241,0,0.500907649369186,0,0,0,0,0.000110866890646304,0.12970863794681,0,0,0,0,0,0,0,0.0364730623822174,0,0,0,0,0.0194624931849626,0,0.312047873750805
BA3310R,0.112056947324262,0,0.288030755991776,0,0,0,0,0,0.35493519466342,0,0,0,0.00015305055569463,0,0,0,0,0,0,0,0,0.0958218980917971,0,0.14900215337305
