,Pre-B,B,Pro-B,Early Lymphoid,HSC MPP,Early Erythroid,pDC,Cycling Progenitor,Megakaryocyte Precursor,CD4 Memory T,NK,CD8 Memory T,Plasma_Cell,EoBasoMast Precursor,Late GMP,Early GMP,cDC,LMPP,MEP,Pro-Monocyte,Naive T,Monocyte,Late Erythroid,Stromal
BA2856R,0,0,0,0,0,0.00139932383646853,0,0,0.141434783031932,0,0.0958231023939608,0,0,0,0,0,0,0,0,0,0,0.32904263478211,0.0286425650578132,0.403657590897715
BA2377R,0.00523024511331178,0,0.0388303527666529,0,0,0,0,0,0.0895299530119456,0,0,0,0,0,0,0,0.25730844864088,0,0,0,0,0.380464906101598,0,0.228636094365611
BA2499R,0,0,0.200199832674327,0,0,0,0,0,0.187372639275382,0,0.000985105586211917,0,0,0,0,0,0,0,0,0,0,0.561473276345147,0,0.0499691461189316
BA2463R,0.00510355900609138,0,0,0,0,0,0,0,0.0898381379103202,0,0,0,0,0,0,0,0.10799270870762,0,0,0,0,0.601910664494973,0,0.195154929880996
BA3023R,0.00190290466525443,0,0.265405990312284,0,0,0,0.00103897037093465,0,0.345773770967801,0,0.00320197088622527,0,0.000232185270264246,0,0,0,0.000342122089781685,0,0,0,0,0.162665338772757,0,0.219436746664698
BA2095R,0.0417069102551275,0,0,0,0,0,0,0,0.552136026266482,0,0,0,0,0,0,0,0.0114034318244446,0,0,0,0,0,0,0.394753631653946
BA2901R,0.0257222136453964,0,0,0,0,0,0,0,0.0644127297267295,0,0,0,0,0,0,0,0.00326373547277291,0,0,0,0,0.821742066854184,0,0.084859254300917
BA2275R,0.00247515417351845,0,0,0,0,0,0,0,0.199927289243887,0,0,0,0.0014978625812048,0,0,0,0,0,0,0.183867750862944,0,0.523959979106675,0,0.0882719640317705
BA2387R,0,0,0.00992651804777605,0,0,0,0,0,0.415384864458978,0,0,0,0,0,0,0,0.0638756834827695,0,0,0,0,0.000481059600312343,0,0.510331874410164
BA2962R,0.0693557855558348,0,0.0980363163331748,0,0,0,0,0,0.402712568092238,0,0,0,0,0,0,0,0.260120769508461,0,0,0,0,0,0,0.169774560510292
BA2195R,0.00111817959161236,0,0,0,0,0,0,0,0.10966661547145,0,0,0,0,0,0,0,0,0,0,0.00313917856283012,0,0.711854593501531,0,0.174221432872576
BA2688R,0,0,0.00758449614683414,0,0,0,0,0,0.141599927692727,0,0.2384615778499,0,0.000582587773979041,0,0,0,0,0,0,0,0,0.414028455321635,0.0871508038420599,0.110592151372865
BA2787R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00450348605514948,0,0.93405642907274,0,0.0614400848721103
BA2420R,0.00185657912857173,0,0.341751771339371,0,0,0.000919998484889532,0,0,0.149355122609775,0,0.0242684937503719,0,0.000380321051259258,0,0,0,0.113195985862343,0,0,0,0,0.211000191547835,0.0154500348545082,0.141821501371076
BA2756R,0.0746430820159901,0,0.311905360848065,0,0,0,0,0,0.313443434970654,0,0.00120303182904491,0,0,0,0,0,0,0,0,0.000151766074053856,0,0.207996439184526,0,0.0906568850776665
BA2122R,0,0,0,0,0,0,0,0,0.0049140899472059,0,0,0,0,0,0,0,0,0,0,0.00310897484106781,0,0.888897930025673,0,0.103079005186054
BA2053R,0.00083215622057911,0,0.203399702250644,0,0,0,0,0,0.0661787433589179,0,0.00104490049163971,0,0,0.000110575902489932,0,0,0.0282422583970289,0,0,0,0,0.529135293877846,0,0.171056369500855
BA2080R,0.000695849696973832,0,0.386912543604257,0,0,0,0,0.000356043463757283,0.123999787673349,0,0,0,0,0,0,0,0.0455132366625428,0,0,0,0,0.374568166422735,0,0.0679543724763848
BA2081R,0,0,0.200977717875719,0,0,0,0,0,0.182216885791257,0,0,0,0.0057276167228424,0,0,0,0.276103393756043,0,0,0,0,0.146455020336831,0,0.188519365517308
BA2354R,0.0239778539441549,0,0.114822748649487,0,0,0,0,0,0.246950423649212,0,0,0,0.000266829851100689,0,0,0,0,0,0,0.219958761703022,0,0.317789554641725,0,0.0762338275612978
BA3273R,0,0,0.447862567995635,0,0,0,0,0.00123133197907879,0.0365740925176518,0,0.0155802852198088,0,0,3.99011841945687e-05,0,0,0,0,0.00116272415974287,0,0,0.203530959726009,0,0.29401813721788
BA2893R,0.0033302081601201,0,0.212714911232753,0,0,0,0,6.57504032204897e-05,0.348899590699569,0,0,0,0,0,0,0,0,0,0,0,0,0.102839289569517,0,0.33215024993482
BA2044R,0.096061082731451,0,0.047010163915029,0,0,0,0,0,0.114620720981262,0,0,0,0.000949524812694627,0,0,0,0,0,0,0.00675946044619377,0,0.674985281542344,0,0.0596137655710258
BA2489R,0.0701192219743031,0,0.0166602919957694,0,0,0,0,0,0.101872740883056,0,0.000848582206759198,0,0.00689409181143599,0,0,0,0,0,0,0.269224529511885,0,0.434652618616873,0,0.0997279229999181
BA2309R,0.0577686824487839,0,0,0,0,0.000391789318389625,0,0,0.269753204941388,0,0.0460262848701008,0,0,0,0,0,0,0,0,0.00374717375198041,0,0.38719353966227,0.0162671295143459,0.218852195492741
BA2720R,0,0,0,0,0,0,0,0,0.193331854087113,0,0,0,0,0,0,0,0,0,0,0,0,0.287338116098213,0.345843807881286,0.173486221933388
BA2908R,0,0,0.634394236284214,0.00301978637601095,0,0,0,0,0.296137319091219,0,0.0178765084441052,0,4.91053348998102e-05,0,0,0,0,0,0,0,0,0.0207804120148107,0,0.0277426324547406
BA2054R,0.0203628199059576,0,0,0,0,0,0,0,0.0942207432962592,0,0,0,1.15190985282345e-06,0,0,0,0,0,0,0.114089728248836,0,0.719333929391425,0,0.0519916272476696
BA2872R,0.0260902349368634,0,0,0,0,0,0,0,0.132555060061704,0,0,0,0,0,0,0,0,0,0,0.0043140971218861,0,0.757842589785888,0.00130898483886604,0.077889033254793
BA2526R,0.000583611715974105,0,0.267744686348577,0,0,0,0,0,0.202541647294657,0,0.178418029935169,0,0,0,0,0.000283712289244376,0.00126932457250153,0,0,0,0,0.145227775215791,0,0.203931212628086
BA2041R,0.114481039258375,0,0.00246558702884569,0,0,0.0807566109485906,0,0,0.215560596372495,0,0,0,1.47807238567546e-06,0,0,0,0,0,0,0,0,0.297342371375773,0.000450092663480022,0.288942224280056
BA2464R,0.0118081004640606,0,0.0283362949584738,0,0,0,0,0,0.4271097481988,0,0.038115031985368,0,0.00109559608152914,0,0,0,0,0,0,0,0,0.0854672400869385,0,0.40806798822483
BA2902R,0.0583500914294251,0,0.100401062346026,0,0,0,0,0,0.199796547079762,0,0.0262008283615702,0,0,0,0,0,0.000111301227872239,0,0,0,0,0.314469930506285,0,0.300670239049059
BA2541R,0.00503152847368409,0,0.145508010262961,0,0,0,0,0,0.273282045305739,0,0,0,8.9016127334581e-05,0,0,0,0.0218212616777932,0,0,0.00218600385859184,0,0.433054153347819,0,0.119027980946077
BA2143R,0.0358538896891276,0,0,0,0,0,0,0,0.115604192570356,0,0,0,0.000638285502538252,0,0,0,0,0,0,0.0046856793921837,0,0.649704676835826,0,0.193513276009968
BA2094R,0.00164075978118799,0,0.000419177746966667,0,0,0,0,0,0.272083763268469,0,0.0344699636237224,0,0,0,0,0,0.0288385611164162,0,0,0.00493602276228087,0,0.493513644860081,0,0.164098106840876
BA2769R,0,0,0.028658751775471,0,0,0,0,0,0.0551215926550973,0,0.0785358009142966,0,0,0,0,0,0,0,0,0,0,0.810973531965353,0,0.026710322689782
BA2843R,0.00242763247691178,0,0.769695033140659,0,0,0,0,0.00103142068073668,0.0651910473368249,0,0.00681448109893684,0,0,0,0,0,0.0013566626576126,0,0,0,0,0.113846264728525,0,0.0396374578797938
BA2592R,0.155701670324659,0,0.0375874466857066,0,0,0,0,0,0.160291303765907,0,0.0769124539178308,0,0,0,0,0,0,0,0,0,0,0.300234270291797,0.0306505107268835,0.238622344287216
BA2497R,0,0,0,0,0,0,0,0,0.107212932031988,0,0,0,0,0,0,0,0,0,0,0.155204901807526,0,0.586360971611938,0,0.151221194548548
BA2718R,0.00140127102123763,0,0.315965645960889,0,0,0,0,0,0.422666357703103,0,0,0,0,0,0,0,0.106086791681617,0,0,0,0,0.0590603163582748,0,0.0948196172748789
BA2575R,0,0,0,0,0,0,0,0,0.0307891330685512,0,0,0,0,0,0,0,0,0,0,0,0,0.848944265867518,0,0.120266601063931
BA2096R,0.0850834521481068,0,0,0,0,0.0181467124171769,0,0,0.237061677274037,0,0.00128714109414101,0,0.00322843720342527,0,0,0,0,0,0,0,0,0.435174250671163,0.0261258889823224,0.193892440209628
BA2593R,0.00199424389105077,0,0,0,0,0,0,0,0.128678314126197,0,0.010454399393376,0,0,0,0,0,0.124123425443162,0,0,0,0,0.623981359767814,0,0.1107682573784
BA2791R,0,0,0.153868238792127,0,0,0,0,0,0.365179703105077,0,0.0481532666586711,0,0,0,0,0,0,0,0,0,0,0.182237803875656,0,0.250560987568469
BA2620R,0.0146679140572017,0,0.0167191142291144,0,0,0,0,0,0.0691411258820817,0,0,0,0,0,0,0,0,0,0,0,0,0.689882504441848,0,0.209589341389755
BA2629R,0.0025755702529464,0,0.668102208401717,0,0,0,0,0,0.10256220907888,0,0.0472731151274752,0,0.00201019254978905,0,0,0,0.00240476641646321,0,0,0,0,0,0,0.175071938172729
BA2870R,0.207423075902,0,0.127129486351953,0,0,0,0,0,0.331202014149218,0,0,0,0,0,0,0,0.0245005452375819,0,0,0,0,0.124131832938848,0,0.1856130454204
BA2423R,0,0,0,0,0,0,0,0,0,0,0.0581209686350193,0,0,0,0,0,0.00322182685931763,0,0,0,0,0.831747981171449,0,0.106909223334214
BA2682R,0,0,0.225750809725702,0,0,0,0,0,0.146220893975561,0,0.0378376717875514,0,0,0,0,0,0.115094329047556,0,0,0,0,0.29272084151986,0,0.182375453943769
BA2276R,0.0192831810313004,0,0.00102144685131066,0,0,0,0,0,0.206873116070763,0,0.00241428823520605,0,0,0,0,0,0,0,0,0.173087825284409,0,0.544493977402266,0,0.0528261651247457
BA2348R,0,0,0,0,0,0,0,0,0.0042876296570628,0,0,0,0,0,0,0,0,0,0,0.00265926339290237,0,0.962974632008781,0,0.0300784749412542
BA2709R,0.00282177172675491,0,0.000488086887384229,0,0,0,0,0,0.0638793146285395,0,0,0,0,0,0,0,0.0588218594475108,0,0,0,0,0.810588190625386,0,0.0634007766844247
BA2789R,0.0886699893897158,0,0.261547305073149,0,0,0,0,0,0.409356046208888,0,0,0,0,0,0,0,0,0,0,0,0,0.0386489423914084,0,0.201777716936839
BA2694R,0,0,0.127718204952335,0,0,9.19196517276938e-06,0,0,0.070209688282991,0,0.0614632151793616,0,0,0,0,0,0.0931544144753698,0,0,0,0,0.414171156452228,0.00455264128073089,0.22872148741181
BA2538R,0,0,0.616479977886246,0,0,0.00018701747605013,0,0,0.0297743162859583,0,0.0238111456630564,0,0.000401741285652053,0,0,0,0.00189938755416684,0,0,0.000797826828280817,0,0.228622509949156,7.05645401675381e-05,0.0979555125312666
BA2583R,0.000374959342055329,0,0.646857050346248,0,0,0.00233084391446716,0,0,0.0908133703401349,0,0.00334836258314582,0,0.00189879266473616,0,0,0,0.00567955528432748,0,0,0,0,0.108662037712863,0.0381406085387794,0.101894419273243
BA2415R,0.0140733114415317,0,0,0,0,0,0,0,0.0404249183083273,0,0,0,0.000317859523284239,0,0,0,0,0,0,0.0274564301943831,0,0.89271861545087,0,0.0250088650816037
BA2722R,0.00282811441270646,0,0.00755786615790215,0,0,0,0,0,0.362505313365803,0,0,0,0,0,0,0,0,0,0,0.000602437450224796,0,0.505452589631631,0,0.121053678981733
BA2806R,0.000171050848821851,0,0.365613760154327,0,0,0,0,0.00104743085178825,0.290811163775956,0,0,0,0,0,0,0,0.014038170662064,0,0,0,0,0.235549833120079,0,0.0927685905869641
BA2221R,0.016970809049762,0,0,0,0,0,0,0,0.0592493051482224,0,0.0685704381580731,0,0,0,0,0,0,0,0,0.00308094778586883,0,0.726802657091899,0.0234851059000524,0.101840736866122
BA3025R,0.000820132479724588,0,0.325897250659262,0,0,0.000477661939418858,0,0,0.497900373346811,0,0,0,0,0,0,0,0.0166720433457623,0,0,0,0,0,0.00962180856883881,0.148610729660182
BA2514R,0.156303628505168,0,0.0241046326497024,0,0,0,0,0,0.0795281897347355,0,0.000699177527485502,0,0.000625657455209928,0,0,0,0,0,0,0,0,0.6122117069723,0,0.126527007155399
BA2520R,0.000546131439374497,0,0.65240205339329,0,0,0,0,0,0.0281081455065452,0,0.165624721991564,0,0.000431627031174963,0,0,0,0,0,0,0,0,0.048220128982082,0,0.10466719165597
BA2441R,0,0,0.378530032319723,0,0,0,0,0,0.31410730183555,0,0,0,0,0,0,0,0.0589427473431502,0,0,0,0,0.0215429144010416,0,0.226877004100535
BA2153R,0.00121015774796685,0,0.400562920502586,0,0,0,0,0.000883765534156627,0.357459189228472,0,0.1135468584446,0,0,0,0,0,0,0,0,0,0,0.0599831138183456,0,0.0663539947238729
BA2479R,0.000638007355263577,0,0.0651416584987261,0,0,0,0,0,0.0289281265751727,0,0.610052688970995,0,0,0,0,0,0,0,0,0,0,0.0771913626155919,0.0844645789692436,0.133583577015007
BA2281R,0.0601361090234323,0,0.116614692098238,0,0,0,0,0,0.456966179714255,0,0,0,0,0,0,0,0,0,0,0,0,0.0399096090035436,0,0.326373410160532
BA2657R,0,0,0,0,0,0,0,0,0.0422944092390155,0,0,0,0,0,0,0,0,0,0,0,0,0.909463147155122,0,0.0482424436058627
BA2932R,0,0,0.437643133318601,0,0,0,0,0,0.31387820386076,0,0,0,0,0,0,0,0.0981266742865865,0,0,0,0,0.00590329978086487,0,0.144448688753187
BA2123R,0.161357426769066,0,0.00134540182469496,0,0,0.182800984063658,0,0,0.294867456404071,0,0,0,0.000110059551329652,0,0,0,0,0,0,0,0,0.119913176776293,0.0182940789149565,0.221311415695931
BA2844R,0.187193058936599,0,0.0579973124126565,0,0,0,0,0,0.217423129811322,0,0.000153050670493406,0,0,0,0,0,0.178163579792733,0,0,0,0,0.152152129089214,0,0.206917739286982
BA2660R,0.00187656769671896,0,0.250595872276024,0,0,0,0,0,0.168088461805074,0,0,0,0,0,0,0,0.236022749348522,0,0,0,0,0.295512372752801,0,0.0479039761208607
BA2836R,0.00322460184465005,0,0.178526168172966,0,0,0,0,0,0.140626091836197,0,0.0311613232443588,0,0,0,0,0,0.0374337151053063,0,0,0,0,0.377923971742517,0,0.231104128054005
BA3027R,0,0,0,0,0,0,0,0,0.00973659917747926,0,0.0709585729545558,0,0,0,0,0,0,0,0,0.00364832449963493,0,0.754225392748842,0.000126585175924177,0.161304525443564
BA2714R,0.00825010499432709,0,0.0443844875008162,0,0,0,0,0,0.184620457728334,0,0,0,0,0,0,0,0.0857956015131953,0,0,0,0,0.515636396768339,0,0.161312951494989
BA2139R,0,0,0,0,0,0,0,0,0.00225578416029781,0,0,0,0,0,0,0,0.00231976374728945,0,0,0.000583575157427886,0,0.921379155240534,0,0.0734617216944512
BA2251R,0,0,0.372485321607101,0,0,0,0,0,0.363509236757186,0,0.0252582195347009,0,0.000337329369692422,0,0,0,0.0346319387223005,0,0,0,0,0.0544550685062844,0,0.149322885502735
BA2952R,0.0963107028846771,0,0.00178278765511921,0,0,0,0,0,0.210803141426803,0,0,0,7.0630142493334e-05,0,0,0,0.122747335031466,0,0,0,0,0.394178667520845,0,0.174106735338597
BA2440R,0.0294378171282798,0,0,0,0,0,0,0,0.108623899597839,0,0,0,0.000175743478571631,0,0,0,0,0,0,0,0,0.71621379034599,0.00963788976067703,0.135910859688643
BA2036R,0.16676518239422,0,0.00168699765656875,0,0,0,0,0,0.287071366748344,0,0,0,0,0,0,0,0,0,0,0,0,0.0580385792049579,0,0.486437873995909
BA2828R,0.00171687499982876,0,0.00593352559612036,0,0,0,0,0,0.0677539784020493,0,0.0645562467354715,0,0,0,0,0,0.00250907462767137,0,0,0,0,0.630281370988337,0,0.227248928650521
BA2292R,0.0560221301204256,0,0,0,0,0.134534030759471,0,0,0.227338412304725,0,0,0,0.00096269198390265,0,0,0,0,0,0,0.00202828230452084,0,0.221078415515825,0.095290345558004,0.262745691453125
BA2410R,0.0017444280637783,0,0.377257354309378,0,0,0,0.00011209620776621,0,0.229458756462795,0,0,0,0,0,0,0,0.000615984833536167,0,0.00134247989542116,0,0,0.170685180769428,0,0.218783719457897
BA2051R,0,0,0,0,0,0,0,0,0.021004043863249,0,0,0,0,0,0,0,0.0832609368192507,0,0,0,0,0.775770086541377,0,0.119964932776124
BA2532R,0.0290553287348825,0,0.00212819007133082,0,0,0,0,0,0.284906563773485,0,0.0304804498271507,0,0,0,0,0,0,0,0,0,0,0.287968962358502,0,0.365460505234649
BA2986R,0.00317708812760536,0,0.196132951382529,0,0,0,0,0,0.150486183939443,0,0.448060217416067,0,0.000630025794000661,0,0,0,0.0848343653577424,0,0,0,0,0,0,0.116679167982613
BA2494R,0,0,0,0,0,0,0,0,0.321876191018584,0,0.0510424443143618,0,0,0,0,0,0,0,0,0.00330686097345667,0,0.379409196927747,0.0334823188250964,0.210882987940755
BA2515R,0.0847991846482415,0,0.0790538661250226,0,0,0,0,0,0.110618206200933,0,0.00964195850629713,0,0,0,0,0,0,0,0,0,0,0.619151241125055,0,0.0967355433944504
BA2748R,0.0147299421666679,0,0.414294020714559,0,0,0,0,0,0.257808396831275,0,0,0,0,0,0,0,0.000156652745956199,0,0,0.00676609823399195,0,0.258515486977927,0,0.0477294023296232
BA2970R,0.0618464075862732,0,0.000732736246116027,0,0,0,0,0,0.15619652853767,0,0,0,0,0,0,0,0,0,0,0,0,0.535216726873996,0,0.246007600755945
BA2622R,0,0,0.122806916425176,0,0,0,0,0,0.0429006238213126,0,0.0739877176076943,0,0.000497330368061274,0,0,0,0.0964465564317579,0,0,0,0,0.500687960108092,0,0.162672895237906
BA2839R,0.00249560474302119,0,0.315824635131183,0,0,0,0,0.00184206638889639,0.144704109590577,0,0,0,0.00083603984019592,0,0,0,0.048577262320475,0,0.000489097354884718,0,0,0.398998809834879,0,0.0862323747958877
BA2052R,0.00248083409402777,0,0.471029181086088,0,0,0,0,0,0.0560161898478929,0,0,0,0,0,0,0,0,0,0,0.00203481914719127,0,0.339926267790866,0,0.128512708033934
BA3011R,0.039639293301226,0,0.0160890125859086,0,0,0,0,0,0.202294001078312,0,0.0175848908535441,0,0,0,0,0,0,0,0,0,0,0.280166021922721,0,0.444226780258288
BA2868R,0.00152549631800652,0,0.252516398605334,0,0,0,0,0,0.309529708083371,0,0.026088998615784,0,0,0,0,0,0.124301490485745,0,0,0,0,0.190671238203205,0,0.0953666696885541
BA2510R,0.0285857243744217,0,0,0,0,0,0,0,0.163288050663079,0,0.128759379926217,0,0,0,0,0,0.616493262042938,0,0,0,0,0,0,0.0628735829933444
BA2065R,0.0379129766865411,0,0.138970350478862,0,0,0,0,0,0.392335713115108,0,0,0,0,0,0,0,0.136264001975526,0,0,0,0,0.124131501271115,0,0.170385456472848
BA2691R,0,0,0.0393829834768519,0,0,0,0,0,0.0507156255311467,0,0.0235798098411251,0,0,0,0,0,0.0030193640268238,0,0,0,0,0.772206262353538,0.0115363244079352,0.0995596303625795
BA2374R,0.0372786178660932,0,0,0,0,0,0,0,0.393441597753054,0,0,0,0,0,0,0,0,0,0,0.00214769305345029,0,0.163282795159238,0,0.403849296168165
BA2804R,0.111298853510402,0,0,0,0,0,0,0,0.151283637227257,0,0,0,0,0,0,0,0,0,0,0.0043338692275935,0,0.566708661345646,0,0.166374978689101
BA2670R,0,0,0,0,0,0,0,0,0.0201653457326445,0,0,0,0,0,0,0,0.0026011512609784,0,0,0,0,0.883326467882346,0,0.0939070351240309
BA2675R,0,0,0.148952089698075,0,0,0,0,0,0.528973287213206,0,0,0,0,0,0,0,0.0776522743014853,0,0,0,0,0.0843293885271164,0,0.160092960260118
BA2589R,0.000169208982715922,0,0.212190920591502,0,0,0,0,0.00130249620509843,0.0788381778314839,0,0.0721283418937231,0,0,9.62834066227124e-05,0,0,0,0,0.00113572964957961,0,0,0.587554096370396,0,0.0465847450688784
BA2031R,0.0608542250688931,0,0,0,0,0,0,0,0.346910499653611,0,0,0,0,0,0,0,0.226924020736702,0,0,0,0,0.275258432911211,0,0.090052821629583
BA2198R,0.00282687095595254,0,0.409077889056639,0,0,0,0,0,0.225471261919202,0,0.00639737718374508,0,0.000294255925406292,0,0,0,0.150908892142659,0,0,0,0,0.0692552234150018,0,0.135768229401394
BA2066R,0.111267557399111,0,0,0,0,0,0,0,0.260416038562286,0,0,0,0,0,0,0,0.201678233780176,0,0,0,0,0.24618577189328,0,0.180452398365147
BA2344R,0.0385729283839413,0,0.125751733309477,0,0,0,0,0,0.250824724523925,0,0,0,0,0,0,0,0.161306011667201,0,0,0.000439937765145016,0,0.26787755227856,0,0.155227112071751
BA2459R,0.00155216914549571,0,0.568905682252214,0,0,0.00200612406293335,0,0,0.0916790509479228,0,0,0,0,0,0,0,0.000913332580425976,0,0,0,0,0.148590829471694,0.0133531534859407,0.172999658053374
BA2229R,0.00103363614876403,0,0.26210967186258,0,0,0.000534678604862303,0,0,0.123356269615782,0,0.0529215086666093,0,0,0,0,0,0.00210447686763453,0,0,0,0,0.324091017438313,0,0.233848740795454
BA2559R,0.0520711186404282,0,0.0184752652659601,0,0,0,0,0,0.0408502415246761,0,0,0,0,0,0,0,0,0,0,0,0,0.696997983438395,0,0.191605391130541
BA2093R,0.0159946233439105,0,0.348353675044761,0,0,0,0,0,0.351515659072506,0,0.00345542692415062,0,0.000136803937621179,0,0,0,0,0,0,0,0,0,0,0.280543811677051
BA2000R,0.0499901991674373,0,0,0,0,0,0,0,0.337571277821688,0,0,0,0,0,0,0,0.0864827136807163,0,0,0.00178834187765129,0,0.338886510594486,0,0.185280956858021
BA2425R,0,0,0,0,0,0,0,0,0.476775607021585,0,0,0,0,0,0,0,0,0,0,0.00315662666340275,0,0.17663752983383,0,0.343430236481183
BA2905R,0.000804950800276644,0,0.455458487289479,0,0,0,0,0.00183147346261136,0.198292762428718,0,0.0158990382785767,0,0,0,0,0,0.000260126153756594,0,0,0,0,0.205391734576713,0,0.122061427009869
BA2304R,0,0,0,0,0,0,0,0,0.0269406172268216,0,0,0,0,0,0,0,0.000883250530732893,0,0,0.00301373613048625,0,0.917317229622008,0,0.0518451664899514
BA2976R,0.0078216777476632,0,0.000310784868627668,0,0,0,0,0,0.105201417495188,0,0.00231011873340302,0,0,0,0,0,0,0,0,0,0,0.758717102303726,0,0.125638898851392
BA2386R,0.00352656401225347,0,0.222885137298005,0,0,0,0,0.00122002397609772,0.230236934774678,0,0,0,0,0,0,0,0,0,0,0,0,0.372453276012855,0,0.169678063926111
BA2035R,0.00352936208579387,0,0.364420792027883,0,0,0,0,0.000606054229925988,0.387027330915958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244416460740439
BA2760R,0.0441614853864957,0,0.00173328010057473,0,0,0,0,0,0.0679081363369863,0,0,0,0,0,0,0,0,0,0,0,0,0.673328903670948,0,0.212868194504995
BA2201R,0.0221164642734355,0,0,0,0,0,0,0,0.265114216211672,0,0,0,0,0,0,0,0.115996605617769,0,0,0,0,0.465237965122133,0,0.131534748774991
BA2355R,0.0160774161257491,0,0.149401028167061,0,0,0,0,0,0.0771119329793023,0,0.0607054110485571,0,0,0,0,0,0,0,0,0.0470352403118708,0,0.524646659337164,0,0.125022312030295
BA2113R,0.142698269587746,0,0.136689175175771,0,0,0,0,0,0.175993521329819,0,0,0,0.00027809886340457,0,0,0,0.038128008281265,0,0,0.000218779694374453,0,0.328788317079904,0,0.177205829987716
BA2155R,0.0291830024355535,0,0.498321203583247,0,0,0.026305913885636,0,0,0.20288843925259,0,0.0369802089727622,0,0,0,0,0,0,0,0,0,0,0.010677673794272,0.000319686394723954,0.195323871681215
BA2955R,0,0,6.69279034314548e-06,0,0,0,0,0,0.0371568740165777,0,0.000388733789954041,0,0.00386343943271918,0,0,0,0.331305940522722,0,0,0,0,0.416784679113937,0,0.210493640333748
BA2502R,0.00203628891154859,0,0.000473848532923962,0,0,0,0,0,0.139244299785015,0,0,0,0,0,0,0,0.221451551553443,0,0,0,0,0.459964794813476,0,0.176829216403593
BA2322R,0.0696598740865606,0,0.10434324414273,0,0,0,0,0,0.0774908643533212,0,0,0,0,0,0,0,0.00988586442504825,0,0,0,0,0.566669128814297,0,0.171951024178043
BA2376R,0,0,0,0,0,0,0,0,0.0339847012423044,0,5.35367553721748e-05,0,6.94320504401585e-06,0,0,0,0.00443399423263846,0,0,0,0,0.942437345618895,0,0.019083478945746
BA2020R,0.0567317963257034,0,0.183746972557884,0,0,0,0,0,0.358362812028706,0,0,0,0,0,0,0,0.0323127063021667,0,0,0,0,0.0807575598369973,0,0.288088152948542
BA2226R,0,0,0.0147436666606729,0,0,0,0,0,0.166544968335018,0,0,0,0,0,0,0,0,0,0,0,0,0.700676756697141,0,0.118034608307168
BA2200R,0.0034601562286547,0,0.314167321348004,0,0,0,0,0,0.278470837821341,0,0,0,0,0,0,0,0.00057698353671996,0,0,0,0,0.202911552379666,0,0.200413148685614
BA2121R,0.114944949223832,0,0,0,0,0,0,0,0.172419823951819,0,0,0,0.000334655304177515,0,0,0,0,0,0,0,0,0.480017455917455,0,0.232283115602716
BA2944R,0.0019452647475965,0,0.407731119366657,0,0,0,0,0.00103960066381884,0.263812522059708,0,0.0344307474558684,0,0,0,0,0,0.0703936200895319,0,0,0,0,0,0,0.220647125616819
BA2033R,0.0119225867726567,0,0,0,0,0,0,0,0.0280094003812125,0,0.0108123216407381,0,0,0,0,0,0,0,0,0.00444956966446905,0,0.838146525880246,0,0.106659595660677
BA2867R,0.0347026580954291,0,0.194433434822207,0,0,0,0,0,0.0771265391881361,0,0.000314509776551309,0,0,0,0,0,0,0,0,0,0,0.640240170444049,0,0.0531826876736275
BA2089R,0.00106012265295829,0,0,0,0,0,0,0,0.105757617754576,0,0,0,0,0,0,0,0,0,0,0.000963288155346983,0,0.802643625642376,0,0.0895753457947431
BA2224R,0.0203676701122896,0,0.0650689063069441,0,0,0,0,0,0.134268584185361,0,0.218801752678228,0,0.000244227742651324,0,0,0,0,0,0,0,0,0.492131812562455,0,0.0691170464120709
BA2046R,0,0,0.340213629539722,0,0,0.0101543001621479,0,0,0.195520199214022,0,0.0990749633877259,0,0.000732833368866329,0,0,0,0.0829744900979301,0,0,0,0,0.232770287472598,0.00441055134275661,0.0341487454142316
BA2972R,0,0,0.342227739190628,0,0,0,0,0,0.133770949658903,0,0.0238464621466353,0,0,0,0,0,0.154964674489971,0,0,0,0,0.211348484920187,0,0.133841689593676
BA2978R,0,0,0,0,0,0,0,0,0.0477334352828625,0,0,0,0,0,0,0,0,0,0,0.00490707450890713,0,0.820359123003441,0,0.127000367204789
BA2829R,0,0,0.091029553476257,0,0,0,0,0,0.214537640376177,0,0.000139319140908624,0,0,0,0,0,0,0,0,0,0,0.435859709273917,0,0.258433777732741
BA2851R,0.0124885960788497,0,0.176452850643943,0,0,0,0,0,0.272102919931917,0,0,0,0,0,0,0,0.000720307149025151,0,0,0,0,0.433010860687785,0,0.105224465508481
BA2587R,0.0589358935643562,0,0.00167344120146871,0,0,0,0,0,0.124181340496396,0,0,0,0,0,0,0,0,0,0,0,0,0.620937961150933,0,0.194271363586846
BA2461R,0,0,0,0,0,0,0,0,0.0148386366693839,0,0.112732278990223,0,0.000678105087511467,0,0,0,0,0,0,0,0,0.784875480318625,0.0120185479730065,0.0748569509612495
BA2695R,0.00816717028279895,0,0.00727990094454732,0,0,0,0,0,0.0182688766119839,0,0.00486914398409325,0,0,0,0,0,0.140551280201521,0,0,0,0,0.703177474843809,0,0.117686153131247
BA2623R,0,0,0.342558132720356,0,0,0,0,0,0.159754423473402,0,0,0,0,0,0,0,0,0,0,0,0,0.274882081270109,0,0.222805362536132
