"","Clinical_parameter","Factor","Estimate","StdError","tStat","pvalue","padjust"
"243","Factor1","status_cens_allo",-0.189219840510332,0.261008757401257,-0.724955907205207,0.469938926390686,0.469938926390686
"244","Factor2","status_cens_allo",-0.29815583801433,0.243668136390527,-1.2236143897636,0.223577418493675,0.223577418493675
"245","Factor3","status_cens_allo",-0.255735583549916,0.220477124000146,-1.15991890183467,0.248463655237904,0.248463655237904
"246","Factor4","status_cens_allo",-0.0189178526005265,0.168815271399359,-0.112062448164262,0.910967577699419,0.910967577699419
"247","Factor5","status_cens_allo",0.0345527151828506,0.201081491305316,0.171834388926362,0.863867145282001,0.863867145282001
"248","Factor6","status_cens_allo",0.283603625179071,0.245384859227534,1.15575030208403,0.250158246950302,0.250158246950302
"249","Factor7","status_cens_allo",0.0202510231433484,0.198006524977617,0.102274524264479,0.918715363766316,0.918715363766316
"250","Factor8","status_cens_allo",-0.537682919000186,0.130969202842261,-4.10541491687759,7.54074022833558e-05,7.54074022833558e-05
"251","Factor9","status_cens_allo",0.280616868192821,0.177585726347881,1.58017693180536,0.116789347195643,0.116789347195643
"252","Factor10","status_cens_allo",-0.161333718612189,0.157094558719246,-1.02698476591108,0.30656439372945,0.30656439372945
"253","Factor11","status_cens_allo",-0.237038804547517,0.158713193334449,-1.49350409734379,0.138020365832962,0.138020365832962
"254","Factor1","time_cens_allo_days",0.000142895435408584,0.000110970422931907,1.28768938274902,0.200417168955138,0.200417168955138
"255","Factor2","time_cens_allo_days",3.28421586834674e-05,0.000104725417374863,0.313602557112849,0.754386133571566,0.754386133571566
"256","Factor3","time_cens_allo_days",-2.29068684005781e-05,9.47132379852007e-05,-0.241854981287383,0.809319575693176,0.809319575693176
"257","Factor4","time_cens_allo_days",-8.10960093856443e-06,7.2121396656383e-05,-0.112443758919451,0.910665913697801,0.910665913697801
"258","Factor5","time_cens_allo_days",1.95177611147765e-05,8.58980481290443e-05,0.227220077055244,0.820652588286117,0.820652588286117
"259","Factor6","time_cens_allo_days",-1.66748669102667e-06,0.000105435302856599,-0.015815259650694,0.987408943875139,0.987408943875139
"260","Factor7","time_cens_allo_days",-0.000216430633942372,8.21750001888454e-05,-2.63377710307265,0.00959570580855232,0.00959570580855232
"261","Factor8","time_cens_allo_days",0.000156725775806724,5.80848327438691e-05,2.69822203840755,0.00801172705769247,0.00801172705769247
"262","Factor9","time_cens_allo_days",-3.61507906915816e-05,7.66070532318627e-05,-0.471898985360601,0.637885356838082,0.637885356838082
"263","Factor10","time_cens_allo_days",-9.73721026087918e-05,6.68095762821009e-05,-1.45745726926394,0.147692086758173,0.147692086758173
"264","Factor11","time_cens_allo_days",0.000112446750011425,6.76535618127413e-05,1.66209652527486,0.099193491932836,0.099193491932836
"265","Factor1","ELN_2022_AO",0.811385457412226,0.554578273875759,1.4630675156849,0.151462140837465,0.151462140837465
"266","Factor2","ELN_2022_AO",-0.611083307689762,0.552636137427816,-1.10576067380244,0.275604836946878,0.275604836946878
"267","Factor3","ELN_2022_AO",0.379980237597336,0.590513413310054,0.643474354743953,0.523682346594363,0.523682346594363
"268","Factor4","ELN_2022_AO",0.528937682163205,0.347269230853072,1.52313431530879,0.135793413783589,0.135793413783589
"269","Factor5","ELN_2022_AO",0.867646911210082,0.384437745109724,2.25692435835728,0.0296907275786725,0.0296907275786725
"270","Factor6","ELN_2022_AO",-0.210966054330712,0.123785371927209,-1.70428905327172,0.0962830952632408,0.0962830952632408
"271","Factor7","ELN_2022_AO",0.368002231680795,0.457619734919866,0.804165999845342,0.426175996125053,0.426175996125053
"272","Factor8","ELN_2022_AO",1.39311355443871,0.192396136528867,7.24086033936389,1.00308208059268e-08,1.00308208059268e-08
"273","Factor9","ELN_2022_AO",-0.52414769999549,0.365800635144032,-1.43287804787192,0.159860591566305,0.159860591566305
"274","Factor10","ELN_2022_AO",-0.343556190514477,0.393825221232586,-0.87235700506743,0.388352914047226,0.388352914047226
"275","Factor11","ELN_2022_AO",0.606507611406701,0.296480681931377,2.0456901524096,0.0475733757480308,0.0475733757480308
